"name","website","telephone","fax","description"
"COSCO Guangzhou (Guang Dong) Shipyard ","en.cosco-shipyard.com/About.aspx?UrlTowClass=72&UrlOneClass=...","","","COSCO (Guangdong) Shipyard Co., Ltd., established in 1971, The shipyard has a total land area of 600,000m2 and approximately 1200m of berthing facilities. This yard has continuously been listed on “Chinese Top 10 Ship Repair Companies” for the last 9 years.\nCOSCO (Guangdong) Shipyard has a new building and offshore engineering base in Machong town, Dongguan Province. This base adopted the most advanced international shipbuilding practice and includes 3 sets of slip ways, 3 quays and corresponding production facilities, annual new building capacity is 1,000,000\nCui Huashan    Floating  22,000   238.57×48.60×16  30x1；10Tx1 Yuan Yang No.2 Floating  300,000  269×59.25×18     20Tx1；21Tx1;12Tx1\n8 Piers  Length(m) 205m upto 210m Draft(m) 7,5m  Capacity(T) 80.000 upto 150.000 -7.5\nNo. 37 North East Street, Dalian Development Zone, ChinaTel：0086-021-58600111Fax：0086-021-58608213/58609233"
"Astilleros Ria de Aviles ","www.astillerosriadeaviles.es","(34) 985542533","","We are located in the right side of the river mouth of Avilés (43º 35' 30'' N, 5º 55' 18'' O), separated 15 minutes from the airport of Oviedo-Asturias, Spain. Only 5 minutes from the exit of the motorway Oviedo-Gijón-Avilés.\n From the airport there are direct flights to Madrid, Barcelona, Sevilla, Alicante, London, Paris, Brussels and many other destinations.\nSandblasting, hull cleaning, general maintenance\nNo.1Repair Quay 105 x 7.5 No.2 Slip Way L=130 W=22 draft=7 Cranes 2x14 1x50No.1 Slip Way L=90 W=14 Draft 7 Cranes 2x14 1x50"
"DORMAC Cape Town and DORMAC Saldanha Bay ","www.dormac.net","+27 22 714 0708","+27 22 714 4988","DORMAC Cape Town and DORMAC Saldanha Bay are strategically positioned close to the entrances of these main Ports.\nDry Docks – National Port Authority Facilities.    * Sturrock Graving Dock.    * Overall docking length 360 m    * Length of dock floor 350, 04 m    * Width at entrance (top) 45, 1 m    * Width at bottom (dock floor) 38, 4 m    * Depth over entrance sill 13, 7 m    * Depth 14, 0 m\nThe dock can be divided into two compartments.132, 5 m and 216, 1 m or 205, 7 m and 142, 9 mRobinson Graving Dock\n    * Overall docking length 161, 2 m    * Length of dock floor 152, 4 m    * Width at entrance (top) 20, 7 m    * Width at bottom (dock floor) 17, 2 m    * Entrance over sill 7, 9 m\nSynchrolift\n    * Vessels up to 1,806 Tonnes.    * Maximum length of vessel 61 m    * Maximum width of vessel 15 m    * 2 x 70 meter lanes    * 1 x 55 meter lane    * 2 x 75 meter lanes\nRepair Quay    * Length 456 meters, landing wall 548 meters    * Cranage is 4 ton\nSaldanha Bay11935 Platinum St,YstervarkenruggenP.O Box 209 Paarden Eiland 7420Tel: Fax: +27 22 714 4988+27 22 714 0708"
"West SEA Viana Shipyard Viana Do Castelo  Portugal ","www.west-sea.pt","+351-258 009 955","+351-232 767 700","West Sea is a shipyard located in Viana do Castelo, North of Portugal. Created by the Martifer Group in 2013, the company is the current sub-concessionary of the lands and infrastructures of the former ENVC – Estaleiros Navais de Viana do Castelo.\nThe shipyard is one of the most important infrastructures in Western Europe, with docking capacity for large and medium size ships. It is equipped with workshops and lifting devices for the construction of large modules and equipment.\nWith a total area of 250,000 sqm, the shipyard has the facilities to undertake shipbuilding, conversions and ship repair of any type of vessel up to 37,000 tonnes, 190 metres of length and 29 metres of breadth, as well as small/medium-sized vessels.\nTOTAL AREA: 250,000 sqmPRODUCTION CAPACITY: 20,000 tonnes per year\n\n\nFacilities\nTypeLengthWidth internalDraftLifting CapacityCrane\n\n\n\nGraving Dock\n203.0m\n30.0m\n5.2m\n \n100 tons 100 tons 55 tons 45 tons 15 tons 10 tons\n\n\nGraving Dock\n127.0m\n17.8m\n5.2m\n \n55 tons 45 tons 10 tons\n\n\n\nFully equipped repair berths totally 700 metres, cranes upto 60 tons.\n "
"SASEBO HEAVY INDUSTRIES CO. LTD. - JAPAN ","www.ssk-sasebo.co.jp","+81-956-25-9111","+81-956-25-9109","Sasebo Senpaku Kogyo Kabushiki Kaisha (S.S.S.K.), or, Sasebo Heavy Industries Co., Ltd. was established in 1946, with its main center of operations located in the former Sasebo Naval Base. Since that date, the company has expanded its workshops and shipyards to become a well-coordinated heavy industry company with four main divisions comprised of Shipbuilding, Ship-repairing, Machinery and Steel Structures. In addition to enjoying superb facilities, the company is backed by a well-trained work force, a wealth of industry experience, and the assurance of thorough quality control systems.\nThe well-equipped Ship Repair Department has four repair docks, one of which can handle vessels of up to 400.000 D.W.T., and has an annual repair capacity of 5,400,000GT.\nThe department carries out a great variety of assignments, including ship repairs and conversions, earning an excellent reputation from customers for quality. Our 400.000 D.W.T. repair dock and the 300.000 D.W.T. outfitting quay are of special value in carrying out modifications, alterations, hull extension work, and the periodical and intermediate inspection of large ships.\nThe fact that the Department has had a heavy workload, and has shown excellent business results in recent years, is indicative of the value customers place on the quality of its work.\n\n\nFacilities\nTypeLengthWidth internalDraftLifting CapacityCrane\n\n\n\nGraving Dock\n370.0m\n70.0m\n14.3m\n \n100 tons 27 tons 2 x 15 tons\n\n\nGraving Dock\n180.1m\n29.3m\n14.3m\n \n60 tons 20 tons\n\n\nGraving Dock\n174.4m\n30.3m\n11.8m\n \n15 tons\n\n\nGraving Dock\n153.6m\n26.5m\n12.9m\n \n60 tons 12 tons\n\n\n\nFully equipped repair berths totally 1,710m, draft upto 10.0 metres. Cranes up 250 tons."
"Bollinger Texas City, LP ","www.bollingershipyards.com","+1.409-945-0754","","Bollinger Texas City features a 275' pier with a maximum load rating of 30 tons between spans (each 25'). At the end of the pier is a 31' diameter mooring platform where the tower crane is mounted for a total length of 306'. Water depth pier side is 40'.\nThe 18-ton Linden Comansa tower crane has a working radius of 243 ft., and its height under hook is 170 ft.\nAdditional services provided through the network of Bollinger facilities include Propeller and Vibration analysis service for new construction and repair; Engineering and Naval Architects; Logistics Support by CHAND; Machine Shops; Armature Services; and Hydraulic Services."
"Modest Infrastructure Limited ","www.westinshp.com","+91 0278 2524775 / 76 / 77 / 78","+91 0278 2524790","Modest Infrastructure Ltd, has made a head-start in Shipbuilding industry following 15 years’ rich experience in Ship Repairs, Modification and Re-commissioning of vessels. With the distinct advantage of the invaluable experience and support Modest has gathered, it was a natural progression from Ship Repairing to Ship Building, having added a shipyard at Ramsar in Bhavnagar, Gujarat, India.\nYard Facilities\nThe yard has the following facilities available :\nDrydock # 1         Drydock # 2Length     :  93 Mtrs  Length :  120 MtrsBreadth :  14 Mtrs  Breadth:   21 MtrsLight Draft : 3.5 Mtrs     Light Draft:  4.5 MtrsThe Yard has one slipway for side launching of vessels, and can launch vessels upto 100 mtrs  length and 20 mtrs breadth.\n* 8 Nos Building berths of 100 mtrs x 20 mtrs each* 10 Nos Skids for construction of Blocks* 2 Nos CNC Machines which have capacity of 25 tons output per day, per machine* Fully Equipped Workshop with Lathe Machines, Drilling Machines, Grinders, Shaping Machine, 700 Ton Hydraulic Press."
"Victoria Shipyards ","www.vicship.com","","+01-(250) 380-1602","Utilizing the Esquimalt Graving Dock, owned and operated by Public Works and Government Services of Canada, Victoria Shipyards can drydock and repair vessels up to 100,000 DWT. Victoria Shipyards can perform a wide range of repairs up to and including complete vessel conversions.\nWe have successfully completed countless new construction, conversion, repair, and maintenance projects, including cruiseship conversions, work for the Canadian Navy, repair and maintenance work on deepsea vessels and containerships, as well as new construction and repair work on ferries, tugs, fishing vessels, Arctic Class and research vessels, barges and yachts of all sizes and types.\nSolid foundation graving dock361.5 metres (1,186 feet) overall length358.6 metres (1,176 feet) maximum clear inside length38.4 metres (126 feet) wide\n* 305 metres (1,000 feet) of berthing at 10 metre (32 feet) water depth* 274 metres (900 feet) of berthing at 12.2 metre (40 feet) water depth"
"AMASCO DUBAI SHIPREPAIRS ","www.amasco-online.com","+971 4 324 3014","+971 4 324 3562","AMASCO is now engaged in the construction of various types of coastal, harbor, inland crafts and vessels. With our present capacity we can quite easily reach an output of two vessels per year. Since we use our quayside heavy fabrication yard to undertake our new buildings it gives us a tremendous amount of flexibility to construct vessels in a limited time period. The quayside yard has well equipped dry & wet berths serviced by cranes and large fabrication areas serviced by gantry cranes and mobile cranes.\nThe first project to undertake in this yard is a 23.4m Coastal Tug Boat which will be delivered in 2009.\nThe various types of vessels which can be constructed by us are as follows:\n1. Tug Boats2. Supply Vessels3. Cargo Barges4. Multipurpose Work Barges5. Landing crafts6. Jetties & Pontoons\nAMASCO DUBAIP. O. Box 8618, Dubai, UAETelephone: +971 4 324 3014 Fax: +971 4 324 3562Telex: 48973 AHMAS EMCable: AHMAAS\nAMASCO UMM AL QUWAINPO Box 2835, UAQ, UAETel: +971 6 7656797Fax: +971 6 7650761\nAMASCO FUJAIRAHPO Box 512, Fujairah, UAETel: +971 9 2228565Fax: +971 9 2228617"
"Unithai Shipyard and Engineering Limited ","www.unithai.com","","","Unithai Shipyard exists to provide quality ship repair, conversion and new building services to ship owners worldwide. Unithai works closely and in partnership with owners to determine their needs and to satisfy their requirements on time and at competitive costs.\nSince the first ship was drydocked for repair in September 1993, the size and complexity of repair contracts undertaken have grown to the extent that Unithai can provide a complete range of ship repair services for commercial and military vessels up to suezmax and minicape, including:\n• Grit blasting, coating of hulls, cargo holds, and cargo tanks• Major steel repairs and renewals• Mechanical overhauls• Tailshaft, propeller and rudder repairs• Engine room, deck, hold and tank pipework• Cargo gear repairs and testing• Electrical motor and generator overhauling and rewinding• Ship's pneumatics, hydraulics and electronics• Installation and repair of insulation and cladding for LPG carriers• Afloat repair\nThe Largest Shipyard In Thailand"
